MLPAxSex_Model3	Global Cog	Immediate memory	Delayed memory	Visuospatial	Language	Attention	Executive function	
[MLPAPos4=.00] * Sex	1.46 [-1.90, 4.82]	0.92 [-2.54, 4.38]	0.72 [-2.23, 3.68]	1.36 [-2.29, 5.00]	1.31 [-1.77, 4.38]	0.78 [-3.35, 4.91]	-0.54 [-5.38, 4.29]	
