Carrier	Global Cog	Immediate memory	Delayed memory	Visuospatial	Language	Attention	Executive function	
[MLPAvsLLPA4=3.00] * Time	2.08 [-1.34, 5.50]	-1.70 [-6.14, 2.75]	-3.28 [-6.88, 0.32]x	7.14 [1.51, 12.78]*	1.57 [-2.85, 6.00]	1.62 [-2.45, 5.69]	-0.52 [-7.07, 6.03]	
[MLPAvsLLPA4=2.00] * Time	-0.76 [-3.84, 2.32]	-3.66 [-7.67, 0.35]x	-0.20 [-3.44, 3.04]	0.68 [-4.40, 5.77]	-1.78 [-5.77, 2.21]	1.14 [-2.53, 4.80]	-0.72 [-6.47, 5.03]	
[MLPAvsLLPA4=1.00] * Time	-0.91 [-4.51, 2.69]	-5.69 [-10.37, -1.01]*	-3.73 [-7.52, 0.06]x	0.82 [-5.12, 6.76]	1.39 [-3.27, 6.06]	2.66 [-1.63, 6.95]	-3.48 [-9.79, 2.84]	
[MLPAvsLLPA4=3.00] * TimeSqr	-0.25 [-0.99, 0.49]	0.52 [-0.45, 1.48]	0.92 [0.15, 1.70]*	-1.42 [-2.65, -0.19]*	-0.34 [-1.30, 0.62]	-0.35 [-1.23, 0.53]	0.07 [-1.59, 1.73]	
[MLPAvsLLPA4=2.00] * TimeSqr	0.33 [-0.39, 1.06]	1.27 [0.33, 2.22]**	-0.01 [-0.77, 0.75]	-0.37 [-1.57, 0.83]	0.38 [-0.56, 1.32]	-0.08 [-0.94, 0.78]	0.04 [-1.50, 1.58]	
[MLPAvsLLPA4=1.00] * TimeSqr	0.39 [-0.47, 1.26]	1.24 [0.11, 2.38]*	0.93 [0.02, 1.85]*	0.04 [-1.41, 1.48]	-0.34 [-1.47, 0.79]	-0.39 [-1.42, 0.65]	1.15 [-0.49, 2.79]	
non-carrier	Global Cog	Immediate memory	Delayed memory	Visuospatial	Language	Attention	Executive function	
[MLPAvsLLPA4=3.00] * Time	-2.19 [-4.43, 0.04]x	-2.27 [-5.15, 0.60]	0.74 [-1.51, 2.98]	-2.73 [-6.15, 0.69]	-1.77 [-4.76, 1.22]	-0.74 [-3.37, 1.89]	0.95 [-3.40, 5.30]	
[MLPAvsLLPA4=2.00] * Time	-0.79 [-2.53, 0.96]	-1.98 [-4.22, 0.25]	-1.06 [-2.81, 0.69]	-0.13 [-2.79, 2.53]	-0.70 [-3.02, 1.63]	0.72 [-1.33, 2.78]	2.37 [-1.06, 5.80]	
[MLPAvsLLPA4=1.00] * Time	-2.56 [-4.49, -0.63]**	-3.70 [-6.17, -1.22]**	-1.70 [-3.63, 0.23]	-2.72 [-5.67, 0.23]x	0.04 [-2.54, 2.62]	-0.48 [-2.75, 1.78]	1.44 [-2.48, 5.36]	
[MLPAvsLLPA4=3.00] * TimeSqr	0.50 [-0.02, 1.02]x	0.69 [0.03, 1.36]*	-0.07 [-0.59, 0.45]	0.26 [-0.54, 1.06]	0.44 [-0.26, 1.14]	0.25 [-0.36, 0.87]	-0.38 [-1.55, 0.78]	
[MLPAvsLLPA4=2.00] * TimeSqr	0.22 [-0.17, 0.62]	0.59 [0.07, 1.10]*	0.23 [-0.17, 0.63]	-0.12 [-0.73, 0.49]	0.18 [-0.36, 0.71]	-0.14 [-0.60, 0.33]	-0.81 [-1.71, 0.09]x	
[MLPAvsLLPA4=1.00] * TimeSqr	0.58 [0.14, 1.02]*	0.90 [0.33, 1.47]**	0.40 [-0.05, 0.84]	0.53 [-0.15, 1.21]	-0.02 [-0.61, 0.58]	0.12 [-0.41, 0.64]	-0.39 [-1.43, 0.65]	
